SequenceID	MarkerGene	mOTU	mOTU linkage Group Name
749219.MCR_1400	COG0215	COG0215.OTUcal.v2.828	-
158944319-stool1_revised_scaffold29828_1_gene86839	COG0552	COG0552.OTUcal.v2.2023	motu_linkage_group_521
MH0075_revised_scaffold27245_2_gene68964	COG0541	COG0541.OTUcal.v2.1960	motu_linkage_group_49
MH0046_revised_scaffold12669_1_gene22030	COG0533	COG0533.OTUcal.v2.1778	-
764042746-stool2_revised_scaffold13665_1_gene23840	COG0533	COG0533.OTUcal.v2.668	motu_linkage_group_262
992406.RIA_1475	COG0018	COG0018.OTUcal.v2.1490	-
696747.NIES39_A04320	COG0012	COG0012.OTUcal.v2.1087	-
MH0077_revised_scaffold59651_1_gene33239	COG0552	COG0552.OTUcal.v2.2069	-
1088720.LRHK_1252	COG0525	COG0525.OTUcal.v2.559	-
515608.UPA1_G0038	COG0533	COG0533.OTUcal.v2.1598	-
515618.RIEPE_0301	COG0215	COG0215.OTUcal.v2.681	-
764669880-stool2_revised_scaffold2155_6_gene82630	COG0525	COG0525.OTUcal.v2.1832	motu_linkage_group_131
763435843-stool1_revised_scaffold18388_1_gene6174	COG0533	COG0533.OTUcal.v2.1506	motu_linkage_group_116
399739.Pmen_0535	COG0018	COG0018.OTUcal.v2.86	-
749507.HMPREF9510_00704	COG0018	COG0018.OTUcal.v2.438	-
V1.UC21-0_revised_scaffold52830_3_gene55889	COG0016	COG0016.OTUcal.v2.871	motu_linkage_group_370
350054.Mflv_2296	COG0018	COG0018.OTUcal.v2.1473	-
1042163.BRLA_c44350	COG0495	COG0495.OTUcal.v2.667	-
866346.HPF57_1395	COG0172	COG0172.OTUcal.v2.1279	-
V1.CD2-0_revised_scaffold10827_2_gene15713	COG0541	COG0541.OTUcal.v2.869	motu_linkage_group_370
V1.CD15-0_revised_scaffold25359_1_gene45771	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
757424.Hsero_1910	COG0172	COG0172.OTUcal.v2.1442	-
159227541-stool3_revised_scaffold9860_1_gene117605	COG0016	COG0016.OTUcal.v2.306	motu_linkage_group_93
158742018-stool1_revised_scaffold18594_1_gene132619	COG0552	COG0552.OTUcal.v2.1946	motu_linkage_group_65
159490532-stool1_revised_scaffold9113_2_gene66033	COG0541	COG0541.OTUcal.v2.1794	motu_linkage_group_126
457392.BSHG_01981	COG0541	COG0541.OTUcal.v2.1381	motu_linkage_group_299
O2.UC4-0_revised_scaffold21259_1_gene15095	COG0172	COG0172.OTUcal.v2.1708	motu_linkage_group_310
441768.ACL_0541	COG0525	COG0525.OTUcal.v2.830	-
698963.CDC7B_0953	COG0018	COG0018.OTUcal.v2.1248	-
764224817-stool1_revised_C1240715_1_gene107925	COG0533	COG0533.OTUcal.v2.1759	motu_linkage_group_320
MH0004_revised_scaffold42091_1_gene6831	COG0541	COG0541.OTUcal.v2.1590	motu_linkage_group_372
MH0014_revised_C1162421_1_gene472	COG0495	COG0495.OTUcal.v2.1542	motu_linkage_group_116
314276.OS145_02365	COG0552	COG0552.OTUcal.v2.78	-
665950.HMPREF1025_01042	COG0525	COG0525.OTUcal.v2.128	motu_linkage_group_374
882378.RBRH_03960	COG0215	COG0215.OTUcal.v2.571	-
706846339-stool1_revised_scaffold56407_1_gene89761	COG0495	COG0495.OTUcal.v2.1911	motu_linkage_group_177
V1.CD6-0_revised_scaffold1843_1_gene22745	COG0016	COG0016.OTUcal.v2.1568	motu_linkage_group_352
675810.VCJ_000374	COG0541	COG0541.OTUcal.v2.1696	-
232363.SCB02_010100001823	COG0525	COG0525.OTUcal.v2.840	-
MH0047_revised_scaffold2435_4_gene28503	COG0172	COG0172.OTUcal.v2.1935	-
MH0018_revised_scaffold19326_24_gene15383	COG0533	COG0533.OTUcal.v2.1740	motu_linkage_group_115
398527.Bphyt_3440	COG0541	COG0541.OTUcal.v2.1358	-
763759525-stool1_revised_scaffold13827_5_gene59516	COG0172	COG0172.OTUcal.v2.1354	motu_linkage_group_299
572265.HDEF_2308	COG0552	COG0552.OTUcal.v2.670	-
592015.HMPREF1705_01184	COG0495	COG0495.OTUcal.v2.1572	-
439493.PB7211_188	COG0541	COG0541.OTUcal.v2.1142	-
348780.NP0066A	COG0018	COG0018.OTUcal.v2.257	-
766159.SF293071_3624	COG0533	COG0533.OTUcal.v2.933	motu_linkage_group_607
1010838.MAPs_37440	COG0533	COG0533.OTUcal.v2.1270	-
665943.HMPREF1023_00130	COG0018	COG0018.OTUcal.v2.997	motu_linkage_group_804
525262.HMPREF0297_0182	COG0012	COG0012.OTUcal.v2.1258	-
763496533-stool2_revised_scaffold44882_1_gene199378	COG0018	COG0018.OTUcal.v2.824	motu_linkage_group_214
MH0063_revised_scaffold12767_4_gene45938	COG0016	COG0016.OTUcal.v2.1832	-
572544.Ilyop_0169	COG0495	COG0495.OTUcal.v2.1451	-
357348.BURPS1106A_3038	COG0172	COG0172.OTUcal.v2.884	-
763860675-stool2_revised_scaffold57282_1_gene158101	COG0541	COG0541.OTUcal.v2.1750	motu_linkage_group_104
V1.UC14-0_revised_scaffold32454_2_gene23913	COG0525	COG0525.OTUcal.v2.1844	motu_linkage_group_240
158479027-stool1_revised_scaffold26265_1_gene78349	COG0541	COG0541.OTUcal.v2.1956	-
158479027-stool1_revised_scaffold29041_1_gene16148	COG0012	COG0012.OTUcal.v2.1735	motu_linkage_group_498
485918.Cpin_1254	COG0495	COG0495.OTUcal.v2.3	-
V1.CD9-0_revised_scaffold27411_5_gene49749	COG0018	COG0018.OTUcal.v2.386	motu_linkage_group_199
463191.SSEG_10036	COG0016	COG0016.OTUcal.v2.1240	-
663321.REG_2006	COG0172	COG0172.OTUcal.v2.303	-
879301.HMPREF9216_0437	COG0012	COG0012.OTUcal.v2.1638	-
511691.SmuNN2025_0592	COG0016	COG0016.OTUcal.v2.1080	-
593585.VCA_003198	COG0495	COG0495.OTUcal.v2.511	-
390236.BAPKO_0244	COG0012	COG0012.OTUcal.v2.1292	-
160319967-stool1_revised_scaffold1118_1_gene39356	COG0533	COG0533.OTUcal.v2.1696	motu_linkage_group_206
985053.VMUT_0381	COG0016	COG0016.OTUcal.v2.912	-
525327.HMPREF0519_0228	COG0533	COG0533.OTUcal.v2.67	-
930942.LaniK3_010100006434	COG0533	COG0533.OTUcal.v2.923	-
208964.PA4673	COG0012	COG0012.OTUcal.v2.766	-
158944319-stool1_revised_C1047161_1_gene59818	COG0215	COG0215.OTUcal.v2.1784	motu_linkage_group_135
MH0053_revised_scaffold20582_2_gene19926	COG0012	COG0012.OTUcal.v2.2003	-
763678604-stool2_revised_scaffold301_1_gene171376	COG0533	COG0533.OTUcal.v2.1705	motu_linkage_group_158
404380.Gbem_1994	COG0016	COG0016.OTUcal.v2.188	-
397948.Cmaq_0608	COG0016	COG0016.OTUcal.v2.832	-
159207311-stool1_revised_scaffold39695_1_gene61365	COG0016	COG0016.OTUcal.v2.1069	motu_linkage_group_396
888064.HMPREF9088_0838	COG0172	COG0172.OTUcal.v2.429	-
761193.Runsl_3682	COG0495	COG0495.OTUcal.v2.892	-
908337.HMPREF9257_0291	COG0018	COG0018.OTUcal.v2.1430	-
MH0052_revised_scaffold55012_1_gene63647	COG0495	COG0495.OTUcal.v2.1944	motu_linkage_group_14
159369152-stool1_revised_scaffold12056_1_gene28171	COG0495	COG0495.OTUcal.v2.361	motu_linkage_group_100
764285508-stool1_revised_scaffold42531_1_gene26455	COG0012	COG0012.OTUcal.v2.1511	motu_linkage_group_417
545693.BMQ_4677	COG0525	COG0525.OTUcal.v2.820	-
641144.HMPREF9017_00597	COG0172	COG0172.OTUcal.v2.1346	-
MH0057_revised_scaffold3377_5_gene9994	COG0495	COG0495.OTUcal.v2.1542	motu_linkage_group_116
1001530.PMSV_402	COG0018	COG0018.OTUcal.v2.550	-
763496533-stool1_revised_scaffold5875_1_gene138617	COG0018	COG0018.OTUcal.v2.1800	motu_linkage_group_243
763961826-stool2_revised_scaffold3992_1_gene44730	COG0215	COG0215.OTUcal.v2.1520	motu_linkage_group_116
928327.HMPREF0522_0110	COG0495	COG0495.OTUcal.v2.1696	-
604812005-stool1_revised_C837991_1_gene120423	COG0016	COG0016.OTUcal.v2.1444	motu_linkage_group_105
556269.OFBG_02060	COG0552	COG0552.OTUcal.v2.887	motu_linkage_group_631
556269.OFBG_02067	COG0012	COG0012.OTUcal.v2.879	motu_linkage_group_631
177439.DP2928	COG0215	COG0215.OTUcal.v2.314	-
399804.Sput200_3007	COG0495	COG0495.OTUcal.v2.866	-
765074482-stool1_revised_scaffold8418_4_gene147155	COG0525	COG0525.OTUcal.v2.2085	motu_linkage_group_290
529507.PMI0433	COG0495	COG0495.OTUcal.v2.245	-
649639.Bcell_4123	COG0018	COG0018.OTUcal.v2.428	-
888833.HMPREF9421_0628	COG0533	COG0533.OTUcal.v2.417	-
160765029-stool1_revised_scaffold7151_1_gene27585	COG0533	COG0533.OTUcal.v2.1782	motu_linkage_group_325
763840445-stool1_revised_scaffold33236_1_gene23137	COG0495	COG0495.OTUcal.v2.1973	motu_linkage_group_431
889206.HMPREF9425_1823	COG0215	COG0215.OTUcal.v2.1569	-
MH0076_revised_scaffold13688_2_gene55058	COG0016	COG0016.OTUcal.v2.1735	motu_linkage_group_260
MH0053_revised_scaffold12_12_gene36167	COG0495	COG0495.OTUcal.v2.2139	motu_linkage_group_24
158802708-stool1_revised_scaffold6270_1_gene24729	COG0541	COG0541.OTUcal.v2.1449	motu_linkage_group_105
763860675-stool1_revised_scaffold25765_1_gene163968	COG0016	COG0016.OTUcal.v2.1741	motu_linkage_group_394
MH0085_revised_scaffold38968_2_gene1422	COG0172	COG0172.OTUcal.v2.1771	motu_linkage_group_385
V1.CD9-0_revised_scaffold4758_1_gene38648	COG0533	COG0533.OTUcal.v2.1632	motu_linkage_group_95
904747.SA21266_1732	COG0533	COG0533.OTUcal.v2.1320	-
861967750-stool1_revised_C810788_1_gene84328	COG0525	COG0525.OTUcal.v2.1836	motu_linkage_group_134
O2.UC20-0_revised_scaffold1817_2_gene43712	COG0525	COG0525.OTUcal.v2.1824	motu_linkage_group_205
159227541-stool2_revised_scaffold175_1_gene91985	COG0533	COG0533.OTUcal.v2.1860	motu_linkage_group_344
314265.R2601_12483	COG0495	COG0495.OTUcal.v2.615	-
MH0025_revised_scaffold5133_5_gene19820	COG0016	COG0016.OTUcal.v2.358	motu_linkage_group_100
888066.HMPREF9087_2953	COG0018	COG0018.OTUcal.v2.71	-
888066.HMPREF9087_2955	COG0533	COG0533.OTUcal.v2.70	-
412597.PaTRP_010100014078	COG0012	COG0012.OTUcal.v2.727	-
469588.HMPREF0102_00729	COG0495	COG0495.OTUcal.v2.20	motu_linkage_group_536
159753524-stool2_revised_C603310_1_gene32906	COG0495	COG0495.OTUcal.v2.1833	motu_linkage_group_284
764447348-stool2_revised_scaffold30032_2_gene137694	COG0541	COG0541.OTUcal.v2.1946	motu_linkage_group_463
405948.SeryN2_010100014609	COG0495	COG0495.OTUcal.v2.247	-
764487809-stool2_revised_scaffold51653_1_gene32017	COG0018	COG0018.OTUcal.v2.1939	motu_linkage_group_457
266779.Meso_1813	COG0018	COG0018.OTUcal.v2.1205	-
515621.CLJ_B1122	COG0018	COG0018.OTUcal.v2.552	-
313594.PI23P_09420	COG0012	COG0012.OTUcal.v2.611	-
888057.HMPREF9064_1294	COG0525	COG0525.OTUcal.v2.370	-
439497.RR11_2761	COG0533	COG0533.OTUcal.v2.995	-
85963.jhp0978	COG0016	COG0016.OTUcal.v2.1300	-
243275.TDE0971	COG0018	COG0018.OTUcal.v2.345	-
158742018-stool1_revised_C806699_1_gene14774	COG0525	COG0525.OTUcal.v2.1813	motu_linkage_group_103
888827.HMPREF9401_1191	COG0016	COG0016.OTUcal.v2.555	-
513051.BURMUCGD1_1928	COG0525	COG0525.OTUcal.v2.491	-
158337416-stool1_revised_C1277290_1_gene68974	COG0533	COG0533.OTUcal.v2.1764	motu_linkage_group_104
295319.SPA2186	COG0215	COG0215.OTUcal.v2.93	-
160400887-stool1_revised_C1549470_1_gene138419	COG0016	COG0016.OTUcal.v2.533	motu_linkage_group_308
527030.bthur0011_50830	COG0018	COG0018.OTUcal.v2.764	-
596151.DesfrDRAFT_3461	COG0016	COG0016.OTUcal.v2.1513	-
465516.SeH_A0986	COG0495	COG0495.OTUcal.v2.94	-
744980.TRICHSKD4_5592	COG0018	COG0018.OTUcal.v2.1290	-
754258.appser9_6710	COG0016	COG0016.OTUcal.v2.600	-
764062976-stool1_revised_scaffold42829_1_gene137119	COG0018	COG0018.OTUcal.v2.1922	motu_linkage_group_378
1005703.HMPREF9949_0886	COG0215	COG0215.OTUcal.v2.460	-
649764.HMPREF0762_01895	COG0215	COG0215.OTUcal.v2.820	-
1085623.GNIT_2821	COG0533	COG0533.OTUcal.v2.1438	-
702459.BBPR_1196	COG0012	COG0012.OTUcal.v2.1017	motu_linkage_group_583
523791.Kkor_1825	COG0525	COG0525.OTUcal.v2.892	-
342109.XOO_0757	COG0525	COG0525.OTUcal.v2.1655	-
546269.HMPREF0389_00536	COG0495	COG0495.OTUcal.v2.112	-
548474.HMPREF0774_0427	COG0018	COG0018.OTUcal.v2.495	-
544556.GYMC61_1978	COG0541	COG0541.OTUcal.v2.727	-
272831.NMC0326	COG0495	COG0495.OTUcal.v2.1487	-
645657.BSNT_05709	COG0018	COG0018.OTUcal.v2.1349	-
MH0012_revised_scaffold24788_5_gene152312	COG0012	COG0012.OTUcal.v2.1779	-
544556.GYMC61_1976	COG0552	COG0552.OTUcal.v2.731	-
383372.Rcas_3323	COG0533	COG0533.OTUcal.v2.573	-
544875.EfmE1636_0627	COG0172	COG0172.OTUcal.v2.1423	-
411468.CLOSCI_01320	COG0541	COG0541.OTUcal.v2.896	motu_linkage_group_796
411684.HPDFL43_08887	COG0018	COG0018.OTUcal.v2.328	-
505682.UPA3_0109	COG0172	COG0172.OTUcal.v2.1576	-
264201.pc1488	COG0172	COG0172.OTUcal.v2.1322	-
444178.BOV_1816	COG0533	COG0533.OTUcal.v2.80	-
MH0083_revised_scaffold11522_1_gene79052	COG0541	COG0541.OTUcal.v2.1521	motu_linkage_group_116
158337416-stool2_revised_C1051190_1_gene4737	COG0525	COG0525.OTUcal.v2.2049	motu_linkage_group_316
405531.BCG9842_B5216	COG0215	COG0215.OTUcal.v2.1697	-
159227541-stool2_revised_C958147_1_gene135576	COG0172	COG0172.OTUcal.v2.1844	motu_linkage_group_484
764224817-stool2_revised_C593350_1_gene27459	COG0552	COG0552.OTUcal.v2.357	motu_linkage_group_100
686765762-stool1_revised_scaffold3541_5_gene28939	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
764143897-stool1_revised_scaffold1161_1_gene45361	COG0172	COG0172.OTUcal.v2.1713	motu_linkage_group_134
59748.PAa_0532	COG0016	COG0016.OTUcal.v2.951	-
763577454-stool2_revised_scaffold19160_1_gene121045	COG0016	COG0016.OTUcal.v2.1761	motu_linkage_group_134
V1.CD4-0_revised_scaffold3658_25_gene28908	COG0541	COG0541.OTUcal.v2.1763	motu_linkage_group_260
391626.OA307_821	COG0552	COG0552.OTUcal.v2.384	-
405441.XfasM23_0109	COG0018	COG0018.OTUcal.v2.443	-
675950834-stool1_revised_scaffold28457_1_gene133584	COG0541	COG0541.OTUcal.v2.2123	-
1072459.CE10_5003	COG0525	COG0525.OTUcal.v2.891	motu_linkage_group_607
449447.MAE_31900	COG0018	COG0018.OTUcal.v2.848	-
675950834-stool1_revised_scaffold14773_1_gene35547	COG0215	COG0215.OTUcal.v2.868	motu_linkage_group_370
159207311-stool2_revised_C1438430_1_gene198518	COG0215	COG0215.OTUcal.v2.1861	motu_linkage_group_260
764588959-stool1_revised_scaffold1165_1_gene88828	COG0215	COG0215.OTUcal.v2.1809	motu_linkage_group_415
1028307.EAE_03675	COG0533	COG0533.OTUcal.v2.376	-
314608.KT99_03594	COG0541	COG0541.OTUcal.v2.751	-
764447348-stool1_revised_scaffold6675_4_gene35615	COG0215	COG0215.OTUcal.v2.1760	motu_linkage_group_258
262728.R2866_0048	COG0533	COG0533.OTUcal.v2.138	-
MH0031_revised_scaffold14536_4_gene15983	COG0552	COG0552.OTUcal.v2.1846	motu_linkage_group_230
525262.HMPREF0297_0493	COG0016	COG0016.OTUcal.v2.1273	-
714313.LSA_09230	COG0525	COG0525.OTUcal.v2.935	-
941193.PAM18_2233	COG0016	COG0016.OTUcal.v2.773	-
313596.RB2501_08315	COG0495	COG0495.OTUcal.v2.1527	-
888056.HMPREF9062_1410	COG0016	COG0016.OTUcal.v2.202	-
MH0086_revised_scaffold13288_13_gene96268	COG0012	COG0012.OTUcal.v2.1358	motu_linkage_group_299
764325968-stool1_revised_scaffold21438_1_gene67233	COG0016	COG0016.OTUcal.v2.1994	-
159268001-stool1_revised_scaffold49917_1_gene148820	COG0495	COG0495.OTUcal.v2.1865	motu_linkage_group_504
763536994-stool1_revised_scaffold31806_1_gene93950	COG0018	COG0018.OTUcal.v2.1705	motu_linkage_group_216
525338.HMPREF0531_13005	COG0172	COG0172.OTUcal.v2.1672	-
765963.HPPC_01615	COG0018	COG0018.OTUcal.v2.1282	-
1105104.RPN_01875	COG0012	COG0012.OTUcal.v2.1060	-
668336.D11S_0924	COG0018	COG0018.OTUcal.v2.735	-
543538.CGSSa00_01611	COG0012	COG0012.OTUcal.v2.1659	-
MH0041_revised_C821020_1_gene19125	COG0018	COG0018.OTUcal.v2.1827	motu_linkage_group_240
504728.Mrub_0402	COG0552	COG0552.OTUcal.v2.1162	-
668336.D11S_1770	COG0172	COG0172.OTUcal.v2.730	-
574556.ACIS_00821	COG0215	COG0215.OTUcal.v2.120	-
763961826-stool1_revised_scaffold16285_1_gene60061	COG0215	COG0215.OTUcal.v2.659	motu_linkage_group_262
763961826-stool2_revised_scaffold26569_1_gene1999	COG0172	COG0172.OTUcal.v2.1697	motu_linkage_group_126
345074.VCRC385_01937	COG0016	COG0016.OTUcal.v2.1688	-
314270.RB2083_2082	COG0541	COG0541.OTUcal.v2.397	-
MH0041_revised_scaffold11133_1_gene19884	COG0172	COG0172.OTUcal.v2.1728	motu_linkage_group_225
368408.Tpen_0429	COG0552	COG0552.OTUcal.v2.647	-
622312.ROSEINA2194_00060	COG0541	COG0541.OTUcal.v2.635	motu_linkage_group_196
572480.Arnit_2095	COG0552	COG0552.OTUcal.v2.1081	-
O2.UC14-0_revised_scaffold10039_3_gene9265	COG0541	COG0541.OTUcal.v2.2008	-
410289.BCG_2937c	COG0541	COG0541.OTUcal.v2.898	-
390333.Ldb0809	COG0018	COG0018.OTUcal.v2.1132	-
365659.smi_1951	COG0533	COG0533.OTUcal.v2.32	-
396595.TK90_0484	COG0525	COG0525.OTUcal.v2.585	-
557601.AbauAB_010100000115	COG0016	COG0016.OTUcal.v2.1689	-
MH0036_revised_scaffold2533_5_gene21172	COG0533	COG0533.OTUcal.v2.1739	motu_linkage_group_134
1002804.HBZC1_04670	COG0495	COG0495.OTUcal.v2.1372	-
243273.MG_048	COG0541	COG0541.OTUcal.v2.890	-
604812005-stool1_revised_scaffold15167_1_gene24269	COG0495	COG0495.OTUcal.v2.361	motu_linkage_group_100
645512.GCWU000246_01478	COG0018	COG0018.OTUcal.v2.831	-
754262.appser13_9500	COG0172	COG0172.OTUcal.v2.595	-
487215.SPYALAB49_000005	COG0012	COG0012.OTUcal.v2.1635	-
604812005-stool2_revised_scaffold44656_3_gene96853	COG0172	COG0172.OTUcal.v2.427	motu_linkage_group_213
520454.BAAG_02139	COG0016	COG0016.OTUcal.v2.82	-
159551223-stool2_revised_C976601_1_gene135469	COG0552	COG0552.OTUcal.v2.1877	motu_linkage_group_145
861967750-stool1_revised_scaffold32803_1_gene8100	COG0018	COG0018.OTUcal.v2.617	motu_linkage_group_265
160218816-stool1_revised_scaffold1139_1_gene41472	COG0172	COG0172.OTUcal.v2.1681	motu_linkage_group_274
754261.appser12_9230	COG0495	COG0495.OTUcal.v2.604	-
360106.CFF8240_1039	COG0541	COG0541.OTUcal.v2.1737	-
764184357-stool1_revised_scaffold38551_2_gene13032	COG0012	COG0012.OTUcal.v2.1820	motu_linkage_group_120
314315.LSA0019	COG0012	COG0012.OTUcal.v2.172	-
596327.PORUE0001_0463	COG0215	COG0215.OTUcal.v2.463	motu_linkage_group_775
762570.Rhom172_0614	COG0016	COG0016.OTUcal.v2.986	-
MH0012_revised_scaffold227_2_gene220270	COG0012	COG0012.OTUcal.v2.1691	motu_linkage_group_121
588581.Cpap_3964	COG0525	COG0525.OTUcal.v2.677	-
634504.Bgr_06020	COG0215	COG0215.OTUcal.v2.433	-
429572.LS215_0091	COG0215	COG0215.OTUcal.v2.1294	-
MH0051_revised_scaffold4605_1_gene14774	COG0495	COG0495.OTUcal.v2.1608	motu_linkage_group_372
396513.Sca_2465	COG0172	COG0172.OTUcal.v2.1605	-
63737.Npun_F4156	COG0495	COG0495.OTUcal.v2.489	-
764002286-stool1_revised_scaffold23010_1_gene24908	COG0012	COG0012.OTUcal.v2.1700	motu_linkage_group_206
352165.HMPREF7215_0440	COG0552	COG0552.OTUcal.v2.771	-
159166850-stool1_revised_scaffold28598_1_gene5203	COG0533	COG0533.OTUcal.v2.1210	motu_linkage_group_405
764285508-stool1_revised_scaffold6237_2_gene74514	COG0215	COG0215.OTUcal.v2.1797	motu_linkage_group_104
281689.Dace_1324	COG0525	COG0525.OTUcal.v2.1545	-
658599.CtraL_010100001650	COG0541	COG0541.OTUcal.v2.533	-
160400887-stool1_revised_C1549690_1_gene24806	COG0525	COG0525.OTUcal.v2.1959	motu_linkage_group_9
V1.UC14-0_revised_scaffold1895_1_gene47029	COG0552	COG0552.OTUcal.v2.1856	motu_linkage_group_375
644284.Arch_0549	COG0525	COG0525.OTUcal.v2.952	-
176299.Atu1073	COG0215	COG0215.OTUcal.v2.902	-
158944319-stool2_revised_scaffold26702_1_gene87242	COG0495	COG0495.OTUcal.v2.1989	motu_linkage_group_389
158944319-stool2_revised_scaffold26702_1_gene87243	COG0172	COG0172.OTUcal.v2.1878	motu_linkage_group_389
159591683-stool2_revised_scaffold12551_2_gene29654	COG0172	COG0172.OTUcal.v2.819	motu_linkage_group_214
158944319-stool2_revised_scaffold26702_1_gene87241	COG0012	COG0012.OTUcal.v2.1886	motu_linkage_group_389
159490532-stool2_revised_C671008_1_gene89071	COG0215	COG0215.OTUcal.v2.630	motu_linkage_group_196
159227541-stool3_revised_scaffold17393_1_gene99368	COG0018	COG0018.OTUcal.v2.1770	motu_linkage_group_244
764588959-stool1_revised_scaffold39480_1_gene101630	COG0172	COG0172.OTUcal.v2.1772	motu_linkage_group_348
515608.UPA1_G0378	COG0215	COG0215.OTUcal.v2.1482	-
MH0006_revised_scaffold76400_2_gene79751	COG0172	COG0172.OTUcal.v2.1926	motu_linkage_group_450
335284.Pcryo_0566	COG0495	COG0495.OTUcal.v2.743	-
887898.HMPREF0551_0548	COG0215	COG0215.OTUcal.v2.1605	-
764143897-stool1_revised_C931024_1_gene72697	COG0495	COG0495.OTUcal.v2.607	motu_linkage_group_626
765074482-stool1_revised_scaffold12476_1_gene58175	COG0215	COG0215.OTUcal.v2.1845	motu_linkage_group_206
525246.HMPREF0058_1471	COG0533	COG0533.OTUcal.v2.799	-
MH0039_revised_scaffold30588_3_gene40375	COG0525	COG0525.OTUcal.v2.1766	motu_linkage_group_206
765034022-stool1_revised_scaffold8394_5_gene461	COG0533	COG0533.OTUcal.v2.867	motu_linkage_group_170
MH0055_revised_scaffold8087_7_gene45305	COG0215	COG0215.OTUcal.v2.1066	motu_linkage_group_396
469591.HMPREF9008_00796	COG0552	COG0552.OTUcal.v2.1447	motu_linkage_group_105
523794.Lebu_2108	COG0215	COG0215.OTUcal.v2.1372	-
565652.EGAG_01049	COG0016	COG0016.OTUcal.v2.71	-
398767.Glov_2538	COG0525	COG0525.OTUcal.v2.1008	-
352165.HMPREF7215_0395	COG0012	COG0012.OTUcal.v2.763	-
1041826.FCOL_06675	COG0533	COG0533.OTUcal.v2.535	-
688246.Premu_0785	COG0215	COG0215.OTUcal.v2.259	-
526222.Desal_1816	COG0533	COG0533.OTUcal.v2.304	-
186497.PF1731	COG0541	COG0541.OTUcal.v2.232	-
MH0071_revised_scaffold3172_7_gene13123	COG0533	COG0533.OTUcal.v2.670	motu_linkage_group_275
552811.Dehly_1371	COG0012	COG0012.OTUcal.v2.935	-
764062976-stool1_revised_scaffold43332_2_gene123955	COG0018	COG0018.OTUcal.v2.1713	motu_linkage_group_104
340186.EcE110019_4249	COG0525	COG0525.OTUcal.v2.891	motu_linkage_group_607
159551223-stool2_revised_scaffold45922_1_gene27613	COG0541	COG0541.OTUcal.v2.425	motu_linkage_group_141
749515.HMPREF9518_00342	COG0525	COG0525.OTUcal.v2.443	-
MH0059_revised_scaffold6116_1_gene102991	COG0215	COG0215.OTUcal.v2.1839	motu_linkage_group_134
764143897-stool1_revised_C935114_1_gene11854	COG0533	COG0533.OTUcal.v2.1907	motu_linkage_group_567
160582958-stool1_revised_scaffold16555_1_gene9797	COG0012	COG0012.OTUcal.v2.835	motu_linkage_group_178
160643649-stool1_revised_scaffold5205_1_gene45625	COG0016	COG0016.OTUcal.v2.358	motu_linkage_group_100
593907.Celgi_1961	COG0016	COG0016.OTUcal.v2.249	-
316275.VSAL_I0524	COG0525	COG0525.OTUcal.v2.927	-
764062976-stool2_revised_scaffold46891_1_gene87555	COG0533	COG0533.OTUcal.v2.1715	motu_linkage_group_376
763901136-stool1_revised_C1103289_1_gene129299	COG0016	COG0016.OTUcal.v2.637	motu_linkage_group_196
159227541-stool3_revised_scaffold3668_1_gene67797	COG0012	COG0012.OTUcal.v2.1007	motu_linkage_group_201
526227.Mesil_1033	COG0495	COG0495.OTUcal.v2.1203	-
768065.Hqrw_3799	COG0018	COG0018.OTUcal.v2.219	-
763597684-stool1_revised_scaffold31523_2_gene33774	COG0012	COG0012.OTUcal.v2.206	motu_linkage_group_311
233412.HD1484	COG0016	COG0016.OTUcal.v2.285	-
378806.STAUR_3362	COG0215	COG0215.OTUcal.v2.527	-
158499257-stool2_revised_scaffold29468_1_gene116277	COG0172	COG0172.OTUcal.v2.2066	motu_linkage_group_363
763496533-stool1_revised_C1285159_1_gene172456	COG0016	COG0016.OTUcal.v2.1940	-
412966.A55_0159	COG0552	COG0552.OTUcal.v2.507	-
159915365-stool1_revised_C242673_1_gene15109	COG0172	COG0172.OTUcal.v2.1538	motu_linkage_group_352
290340.AAur_2246	COG0495	COG0495.OTUcal.v2.721	-
595498.BUH_6756	COG0533	COG0533.OTUcal.v2.896	-
264198.Reut_A1279	COG0016	COG0016.OTUcal.v2.227	-
331111.EcE24377A_0968	COG0172	COG0172.OTUcal.v2.920	motu_linkage_group_607
709797.CSIRO_2829	COG0018	COG0018.OTUcal.v2.1417	-
MH0040_revised_scaffold2487_7_gene39710	COG0525	COG0525.OTUcal.v2.1841	motu_linkage_group_124
764002286-stool1_revised_scaffold8121_1_gene124885	COG0541	COG0541.OTUcal.v2.355	motu_linkage_group_100
565647.EFJG_02497	COG0215	COG0215.OTUcal.v2.436	-
889201.HMPREF9422_0143	COG0016	COG0016.OTUcal.v2.21	-
629264.PSYCIT7_06005	COG0525	COG0525.OTUcal.v2.1099	-
763840445-stool2_revised_scaffold11302_6_gene146554	COG0172	COG0172.OTUcal.v2.1759	motu_linkage_group_258
281090.Lxx19910	COG0533	COG0533.OTUcal.v2.593	-
160158126-stool2_revised_scaffold7878_6_gene48479	COG0012	COG0012.OTUcal.v2.1724	motu_linkage_group_158
656449.ERFG_00203	COG0533	COG0533.OTUcal.v2.933	motu_linkage_group_607
762966.HMPREF9439_02452	COG0533	COG0533.OTUcal.v2.397	motu_linkage_group_582
